,Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type,Preprocessed_Reviews,compound_vader,Sentiment_tb,category_tb,category_vader
837,China Eastern Airlines,4,"""everything was very unorganized""","Chicago to Delhi via Shanghai. Prior to flying I read comments about China Easter and thought man this isnt good! Well, there is a reason why people are so upset with the service and quality of this Airline. Service in plane was horrible, I asked for bread they responded ""no, may be next time"" asked for wine ""finish, no more. May be next time"". I'm pretty sure there will be no next time. Pay extra fee bucks and fly with a reputed airlines especially for the fact that flights are so long. Ground crews were not helpful and everything was very unorganized.",Solo Leisure,Economy Class,8/1/2018,2,2,2,2,2,1,Chicago,Delhi,True,India,False,International,chicago delhi via shanghai prior fli read comment china easter thought man isnt good well reason peopl upset servic qualiti airlin servic plane horribl ask bread respond may next time ask wine finish may next time 'm pretti sure next time pay extra fee buck fli reput airlin especi fact flight long ground crew help everyth unorgan,-0.3004,0.14375,Positive,Neutral
838,China Southern Airlines,9,"""It was a great flight""","It was a great flight and the crew served me very good. After arriving Guangzhou, staff helpedme figure out how to file the code on my phone. She and the China Southern crew did a good job.",Solo Leisure,Economy Class,7/1/2021,5,5,5,5,5,2,Los Angeles,Guangzhou,True,China,False,International,great flight crew serv good arriv guangzhou staff helpedm figur file code phone china southern crew good job,0.872,0.55,Positive,Positive
839,China Southern Airlines,9,"""ground staff were very helpful""","I traveled to China in March. When arrived I had trouble with bag claim, the ground staff were very helpful. They were working hard on covid19 safety, like help to sanitize personal items and let everyone keep social distance.",Solo Leisure,Economy Class,3/1/2021,5,5,5,5,5,2,Los Angeles,Guangzhou,True,China,False,International,travel china march arriv troubl bag claim ground staff help work hard covid19 safeti like help sanit person item let everyon keep social distanc,0.7579,-0.129166667,Negative,Positive
840,China Southern Airlines,1,"""a special thank you letter""","I would like to write a special thank you letter to show my appreciation to the ground staff working as wheel chair operators for the China Southern Airlines. My parents arrived at Guangzhou Airport on CZ328 on May 2, 2021 after a long flight. I asked for wheel chair services since my parents are over 80 years old (dad is 88 and mom is 81) and have health issues. My cousin had been taking care of my parents during the trip and had to carry all the luggage’s by herself and did not rest well during the long flight. All passengers needed to go through hours of complicated border procedures due to the Covid situation after arriving at the airport.  They took my parents and my cousin to go through health checks, health declaration and border entry documentation, then picked up the suitcases and sent them on board the bus heading to the hotel. The entire process took nearly 5 hours, especially the luggage collection was long and complicated because all luggage had to be disinfected. Thumbs up for their five star performance.",Family Leisure,Economy Class,4/1/2021,3,3,3,5,2,2,Los Angeles,Guangzhou,True,China,False,International,would like write special thank letter show appreci ground staff work wheel chair oper china southern airlin parent arriv guangzhou airport cz328 may 2 2021 long flight ask wheel chair servic sinc parent 80 year old dad 88 mom 81 health issu cousin take care parent trip carri luggag rest well long flight passeng need go hour complic border procedur due covid situat arriv airport took parent cousin go health check health declar border entri document pick suitcas sent board bu head hotel entir process took nearli 5 hour especi luggag collect long complic luggag disinfect thumb five star perform,0.9001,0.026020408,Neutral,Positive
841,China Southern Airlines,8,"""crew members service are good""","My family and I brought our two 5 months babies from LA to Guangzhou on Apr 23. A380 type business class cabin environment and the crew members service are good, provide us a quiet flying atmosphere. Arrived in Guangzhou airport, we got a clear guidelines for immigration procedures that make us free from the worries. We can see the ground crews will build a good order in the whole process. I can’t wait to choose China Southern Airlines again in May to LA.",Family Leisure,Business Class,8/1/2020,4,5,4,5,3,2,Los angeles,Guangzhou,True,China,False,International,famili brought two 5 month babi la guangzhou apr 23 a380 type busi class cabin environ crew member servic good provid us quiet fli atmospher arriv guangzhou airport got clear guidelin immigr procedur make us free worri see ground crew build good order whole process cant wait choos china southern airlin may la,0.8934,0.3,Positive,Positive
842,China Southern Airlines,9,"""staff is very professional""","I traveled from LAX to CAN during covid-19. The procedure of check-in, boarding, the declaration is very smooth. The staff from China Southern Airlines is very professional. They are equipped with full PTE including a face mask, a face shield, whole-body protecting plastic clothes. They are well-trained, friendly, and helpful, especially in this special pandemic period. Check-in, the counter allocated me a front B seat since I do not prefer C or D seat. On-board. They checked body temperature 4 or 5 times during the flight.  The luggage is thoroughly sanitized. And it takes a long waiting time at the claiming area, I saw the ground staff helped elder people with wheelchairs and carried luggage for them many times. The onboard entertainment system is hard to use. None of my fav movies or shows are provided. The space is too narrow for tall people.",Solo Leisure,Economy Class,4/1/2021,4,5,4,5,4,2,Los Angeles,Guangzhou,True,China,False,International,travel lax covid19 procedur checkin board declar smooth staff china southern airlin profession equip full pte includ face mask face shield wholebodi protect plastic cloth welltrain friendli help especi special pandem period checkin counter alloc front b seat sinc prefer c seat onboard check bodi temperatur 4 5 time flight luggag thoroughli sanit take long wait time claim area saw ground staff help elder peopl wheelchair carri luggag mani time onboard entertain system hard use none fav movi show provid space narrow tall peopl,0.845,0.080782313,Neutral,Positive
843,Condor Airlines,9,"""Very pleasant experience""","Very pleasant experience! There was a delay for sure, but this is almost normal these days. The temperature in the plane was comfortable, the movies were good (almost 200 movies to choose from), the seat was comfortable and the legroom as in other planes.",Family Leisure,Economy Class,6/1/2023,3,5,5,5,5,2,Baltimore,Frankfurt,True,Germany,False,International,pleasant experi delay sure almost normal day temperatur plane comfort movi good almost 200 movi choos seat comfort legroom plane,0.8807,0.520833333,Positive,Positive
844,Condor Airlines,2,"""Bad customer service""","I have booked a trip to Athens, Greece (Transit through Frankfurt) on Condor airlines. The ticket includes a standard meal on long haul flights, but they don't give an option to select the meal type (Vegetarian). Called to customer service to see if they can help, but they were not able to help and said the only option is to pay $22 to select a upgraded meal. Bad customer service. If you advertise and include standard meals as part of the ticket, it is a basic option to allow the customer to select meal type on the website or through the call center. Very bad customer experience. Similar issue with TSA pre check number. The website advertises that they accept Known Traveler number to go through TSA pre check at the airport, but you cannot update it on the reservation. Tried emailing the customer service and they also said it cannot be updated online or through the call center.",Family Leisure,Economy Class,6/1/2023,3,3,1,1,3,3,Minneapolis,Athens,True,Greece,False,International,book trip athen greec transit frankfurt condor airlin ticket includ standard meal long haul flight n't give option select meal type vegetarian call custom servic see help abl help said option pay 22 select upgrad meal bad custom servic advertis includ standard meal part ticket basic option allow custom select meal type websit call center bad custom experi similar issu tsa pre check number websit advertis accept known travel number go tsa pre check airport updat reserv tri email custom servic also said updat onlin call center,0.2732,-0.183333333,Negative,Neutral
845,Condor Airlines,1,"""Too many delays!""",Too many delays! The Flight had 2 hours delay and during that this airline didn’t even give us any water or snack! This is so cheap and I don’t recommend this airline! Also they charged me extra $60 just for my carry on.,Solo Leisure,Economy Class,6/1/2023,1,2,2,1,1,1,Los Angeles,Frankfurt,True,Germany,False,International,mani delay flight 2 hour delay airlin didnt even give us water snack cheap dont recommend airlin also charg extra 60 carri,-0.6917,0.2,Positive,Negative
846,Condor Airlines,3,"""Boarding process is terrible""","Pros: Cheaper than most other airlines from Seattle to Europe. So, I will give them a couple of 'stars' for that. But if all of the airlines were around the same price, I would never fly this one again. Cons: Website is very difficult to navigate. Finally ended up booking ticket on Expedia, which took 5 minutes as opposed to the amount of time (and frustration) I expended trying to book on the Condor website. Boarding process is terrible in both Seattle and Frankfurt. No priority boarding for B-class. No boarding by groups or rows. No announcements by ground staff. In Frankfurt it looked like they didn't even give priority to people with disabilities and parents with young children. Complete chaos. Staff on board are OK, but most are not particularly friendly. Seat on one leg was beat-up and required constant shoving of bottom of seat to slide under top part of seat to keep bottom from sliding forward. 4.Food is terrible.",Solo Leisure,Business Class,5/1/2023,1,3,1,1,2,2,Seattle,Frankfurt,True,Germany,False,International,pro cheaper airlin seattl europ give coupl 'star ' airlin around price would never fli one con websit difficult navig final end book ticket expedia took 5 minut oppos amount time frustrat expend tri book condor websit board process terribl seattl frankfurt prioriti board bclass board group row announc ground staff frankfurt look like n't even give prioriti peopl disabl parent young children complet chao staff board ok particularli friendli seat one leg beatup requir constant shove bottom seat slide top part seat keep bottom slide forward 4food terribl,0.4588,0.1,Positive,Neutral
847,Condor Airlines,8,"""Plane fresh and clean""","Plane is new seats are comfortable and I rode premium economy. I would say the window seat, there is a gap between seat and bulkhead like a bottomless pit do things do fall into it. Condor made clear that upgrades only apply to their airline and not other feeder airline. Plane fresh and clean, service adequate money was $500 less than Delta. The having to get the follow up boarding pass is confusing. I was chosen for ""additional screening"" along with 4 other male passengers. I thought that was a bit odd.",Family Leisure,Premium Economy,5/1/2023,4,4,4,3,5,4,Seattle,Frankfurt,True,Germany,False,International,plane new seat comfort rode premium economi would say window seat gap seat bulkhead like bottomless pit thing fall condor made clear upgrad appli airlin feeder airlin plane fresh clean servic adequ money 500 less delta get follow board pass confus chosen addit screen along 4 male passeng thought bit odd,0.8519,0.081385281,Neutral,Positive
848,Condor Airlines,1,"""probably the worst experience""","Never used this airline before and will never use it again. Right from the start on boarding from Las Vegas, there was a huge delay caused by staff ineptness, on baggage checking and boarding order announcements and check in. The departure screen was showing as a departed flight 2hrs after the plane was still boarding passengers on the ground. Total mess. It seemed there was a shortage of flight attendants, as they quickly showed up, just to dump some pasta and a dry brownie to each passenger, then in the morning a bread roll with cheese and I never saw them again. Bottled water was not available even for purchase. The premium economy was taken care for way better by a separate personnel, for much higher ticket cost. This is probably the worst experience I ever had in a overnight flight.",Solo Leisure,Economy Class,5/1/2023,2,1,1,1,2,2,Las Vegas,Frankfurt,True,Germany,False,International,never use airlin never use right start board la vega huge delay caus staff inept baggag check board order announc check departur screen show depart flight 2hr plane still board passeng ground total mess seem shortag flight attend quickli show dump pasta dri browni passeng morn bread roll chees never saw bottl water avail even purchas premium economi taken care way better separ personnel much higher ticket cost probabl worst experi ever overnight flight,-0.4767,0.037244898,Neutral,Neutral
849,Condor Airlines,1,"""Absolutely awful experience""","Absolutely awful experience. The flight was decent. The food was hospital quality. Condor lost my luggage. When I went to report it, the lady in the window did minimal work to help us get our bags back. A man came out of nowhere and started speaking down to me, waving his hands at me for no reason. We treat people with respect, even if we are upset, the way he postured towards me was both unprofessional and disrespectful. When I asked his name he covered his name tag up and ran into the office. We canceled our return flight with condor and ate the charge rather than go through an awful experience again.",Couple Leisure,Economy Class,5/1/2023,3,4,1,1,3,2,New York,Frankfurt,True,Germany,False,International,absolut aw experi flight decent food hospit qualiti condor lost luggag went report ladi window minim work help us get bag back man came nowher start speak wave hand reason treat peopl respect even upset way postur toward unprofession disrespect ask name cover name tag ran offic cancel return flight condor ate charg rather go aw experi,0.4588,0.083333333,Neutral,Neutral
850,Condor Airlines,1,"""Beware - bait and switch and false advertising""","Beware - bait and switch and false advertising. Horrible experience before the flight. I booked a flight from Los Angels to Florence Italy business class. Online it clearly stated - LAX to JFK, JetBlue, Business Class, Airbus A320. Then JFK business class Condor. I booked it through Condor. After paying for the ticket my confirmation comes back as economy from LAX to JFK. I called ""customer service"" and was told that I would receive all the same benefits but would not have business class from LAX to JFK (even though I paid for it!). The excuse was they do not control the other carrier! They will (1) advertise the business class flight (2) they will take your money (3) they will try to convince you that you are receiving all the benefits (except your actual business class seat) (4) and when you ask for a refund it takes 7-14 days! False advertising, just a blatant lie. Pay the extra money and fly with a reputable airline!",Business,Business Class,5/1/2023,1,1,3,1,2,2,Los Angeles,"Florence, Italy",True,Italy,False,International,bewar bait switch fals advertis horribl experi flight book flight lo angel florenc itali busi class onlin clearli state lax jfk jetblu busi class airbu a320 jfk busi class condor book condor pay ticket confirm come back economi lax jfk call custom servic told would receiv benefit would busi class lax jfk even though paid excus control carrier 1 advertis busi class flight 2 take money 3 tri convinc receiv benefit except actual busi class seat 4 ask refund take 714 day fals advertis blatant lie pay extra money fli reput airlin,0.6369,-0.125,Negative,Positive
851,Condor Airlines,1,"""Just don't fly Condor""","First, my ticket was booked by the company I work for through a corporate booking company. As it was booked through my company, you can't use the Condor App, web page, or Condor phone customer service to help you in anyway if you have an issue. Even when the booking company called Condor directly, which Condor said was the only way changes or seat selection could be made, Condor still said no.  I booked Premium Economy and then paid $50 on my personal credit card for my seat. The ticket itself was paid for by my company, I had to pay for the seat with my personal credit card. Then, 3 days before the flight, Condor changed planes and the new plane didn't have Premium Economy. Not sold out, but the new plane didn't have those seats at all and no refund for the $50 for my seat selection. My wife was traveling with me, she purchased her ticket directly from Condor, and no seat even though she paid $50 as well. My wife is vegan and selected a vegan meal. But  we are now on the plane in economy, and no vegan meal for her. She is allergic to dairy so her Vegan meal is not a choice, but a medical condition. Her ticket says Vegan meal, when she signs on to the app it says Vegan Meal, but when the Attendant looks at her list, there is no Vegan Meal. The attendant says ""it must have been lost because your seat was changed from Premium to Economy"". She brings my wife a banana for a 10 hour flight. Economy is the absolute smallest seat I have even flown. We flew on KLM's Cityhopper later on our trip which is an Embraer 190. Tiny plane with only 2 rows on each side. We had more legroom on a commuter plane than on Condor Economy. Inches more. I am 5 ft 11 inches and I have shared a photo of the legroom on Condor. My knees touched the back of the seat in front of me.  Condor refunds us the difference between Premium Economy and Economy. But not for the seat selection.  So, we are out $100. About the only positive thing I can say is they didn't lose our checked bags. Really low bar. Just don't. Just don't fly Condor.",Couple Leisure,Economy Class,4/1/2023,1,1,1,1,1,1,Los Angeles,Frankfurt,True,Germany,False,International,first ticket book compani work corpor book compani book compani ca n't use condor app web page condor phone custom servic help anyway issu even book compani call condor directli condor said way chang seat select could made condor still said book premium economi paid 50 person credit card seat ticket paid compani pay seat person credit card 3 day flight condor chang plane new plane n't premium economi sold new plane n't seat refund 50 seat select wife travel purchas ticket directli condor seat even though paid 50 well wife vegan select vegan meal plane economi vegan meal allerg dairi vegan meal choic medic condit ticket say vegan meal sign app say vegan meal attend look list vegan meal attend say must lost seat chang premium economi bring wife banana 10 hour flight economi absolut smallest seat even flown flew klm 's cityhopp later trip embraer 190 tini plane 2 row side legroom commut plane condor economi inch 5 ft 11 inch share photo legroom condor knee touch back seat front condor refund us differ premium economi economi seat select 100 posit thing say n't lose check bag realli low bar n't n't fli condor,0.8252,0.087121212,Neutral,Positive
852,Condor Airlines,2,"""Hands off, absolutely ridiculous""","Absolute joke! Paid seats booked in Business and Premium Economy - they have already downgraded my husband at the check-in - while entering the plane (at the check-in I had still got my booked business boarding pass) they suddenly gave me a new ticket with seat number in economy. Short reason: Sorry, aircraft change. Flight duration is 7 hours and that was also the reason why I booked a higher class. Hands off, absolutely ridiculous. A great way to alienate customers who are willing to pay a higher price.",Couple Leisure,Economy Class,4/1/2023,2,4,3,2,2,1,New York,Frankfurt,True,Germany,False,International,absolut joke paid seat book busi premium economi alreadi downgrad husband checkin enter plane checkin still got book busi board pass suddenli gave new ticket seat number economi short reason sorri aircraft chang flight durat 7 hour also reason book higher class hand absolut ridicul great way alien custom will pay higher price,0.8555,0.197727273,Positive,Positive
853,Condor Airlines,2,"""delayed in JFK for 1 hour""","I bought a flight from New York to Warsaw with 1.5 hours connection to LOT Polish in Frankfurt. The flight was delayed in JFK for 1 hour, immediately on arrival I received a text that my connecting flight was rebooked, even though I still had 30 minutes to board the plane. I had to leave transit zone and go through the whole check-in process again. I have an impression that this airline sells tickets with short layoffs so that the total duration of the flight looks great. However you would never make it on time and end up spending way more time traveling. Also, food is horrible: pasta, bread, sandwiches.",Solo Leisure,Economy Class,3/1/2023,3,4,1,2,2,2,New York JFK,Warsaw,True,Poland,False,International,bought flight new york warsaw 15 hour connect lot polish frankfurt flight delay jfk 1 hour immedi arriv receiv text connect flight rebook even though still 30 minut board plane leav transit zone go whole checkin process impress airlin sell ticket short layoff total durat flight look great howev would never make time end spend way time travel also food horribl pasta bread sandwich,0.6808,0.227272727,Positive,Positive
854,Condor Airlines,1,"""4 hour delay and chain of mishaps""","JFK-FRA - Business operated by Smart Lynx Check in was ok and used the lounge in Terminal 1. Plane arrived 15 min late from FRA and had a bus position. I went to gate 11 when boarding suppose to start. Gate 11 area was crowded to an extent where people were not able to move. The area got hot and everybody try to vent. The ground crew arrived from check in and were lounging/hiding behind the Gate counter. Nobody cared. No announcement - nothing. Numerous people asked at gate, what is going on? We did find out the crew is arriving late. The crew arrived late and waited 45 min behind Gate 11 counter for the bus to take them to the A330. Why? The situation at the gate was unbearable and people got angry and upset. Nobody cared - no (and I meant to say zero nada zip) announcement made...Why? Now the delay of 15 min had grown to 2 hours. Finally we (Group 1) got on the bus to the airplane, but the bus stopped at the plane and we waited...10 minutes...20 minutes...30 minutes...the packed bus got hot and people were screaming, 'what is going on'. No answer. Nobody cared. Passengers knocking on the bus windows to signal but not even the ramp agent or any other cared or responded. The bus driver yelled, he does not know. After 40 minutes we got off the bus and did board the plane to wait another 45 minutes. The blame was its all JFK fault. The water did not arrive and and and but even with all that not a single Condor ground crew member did anything to ease the situation...they did not care. The cabin crew had to take all the heat and questions for the now almost 4 hour delay and chain of mishaps but they did a good job.",Business,Business Class,12/1/2022,2,3,3,1,1,2,New York,Frankfurt,True,Germany,False,International,jfkfra busi oper smart lynx check ok use loung termin 1 plane arriv 15 min late fra bu posit went gate 11 board suppos start gate 11 area crowd extent peopl abl move area got hot everybodi tri vent ground crew arriv check lounginghid behind gate counter nobodi care announc noth numer peopl ask gate go find crew arriv late crew arriv late wait 45 min behind gate 11 counter bu take a330 situat gate unbear peopl got angri upset nobodi care meant say zero nada zip announc madewhi delay 15 min grown 2 hour final group 1 got bu airplan bu stop plane waited10 minutes20 minutes30 minutesth pack bu got hot peopl scream 'what go ' answer nobodi care passeng knock bu window signal even ramp agent care respond bu driver yell know 40 minut got bu board plane wait anoth 45 minut blame jfk fault water arriv even singl condor ground crew member anyth eas situationthey care cabin crew take heat question almost 4 hour delay chain mishap good job,0.8225,0.019480519,Neutral,Positive
855,Condor Airlines,1,"""Customer service is awful""","I've tried flying this airline twice in business class. Both times have been chaos. Save yourself some grief, pay the extra money and fly a better airline. Pros: Airplane cabin staff were helpful and attentive. Flights to Europe are lower in cost. Cons: Customer service is awful. I'll comment on our first experience which after 4 months our case is still unresolved. Our flight was scheduled to take off at 7pm Aug. 26 from Portland Oregon to Frankfurt Germany. We had a hotel scheduled for the night of arrival, and a connecting flight to Stockholm scheduled for the next day. On Aug. 26, at 10:37am we received an alert that our flight was delayed to the next day (24 hours). We immediately had to change our airport transportation, 1 connecting flight and 2 hotel reservations. We had to pay a 50% fee to reschedule the connecting flight. Almost 47 minutes later we received a ""corrected alert"" that our flight was delayed NOT to the next day! It was delayed 1hr 25min on the same day Aug. 26 (in reality, we weren't able to board the plane for more than two hours). After the corrected alert we could not get airport transportation, our original connecting flight was full so we had to purchase new connecting flight tickets at the premium price, and re-book both hotels. The additional cost to us was over $ 5,813. I regularly followup with Condor Airlines about the status of our claim. Their response continues to ask for patience due to ""high volume of incoming mail"". The delay was not due to weather, and the counter and gate staff could offer no explanation. We tried inquiring to file a claim for a partial refund, but were told to contact Condor customer service, which is a black hole of no response.",Couple Leisure,Business Class,8/1/2022,3,4,4,1,2,2,Portland,Frankfurt,True,Germany,False,International,'ve tri fli airlin twice busi class time chao save grief pay extra money fli better airlin pro airplan cabin staff help attent flight europ lower cost con custom servic aw 'll comment first experi 4 month case still unresolv flight schedul take 7pm aug 26 portland oregon frankfurt germani hotel schedul night arriv connect flight stockholm schedul next day aug 26 1037am receiv alert flight delay next day 24 hour immedi chang airport transport 1 connect flight 2 hotel reserv pay 50 fee reschedul connect flight almost 47 minut later receiv correct alert flight delay next day delay 1hr 25min day aug 26 realiti n't abl board plane two hour correct alert could get airport transport origin connect flight full purchas new connect flight ticket premium price rebook hotel addit cost us 5813 regularli followup condor airlin statu claim respons continu ask patienc due high volum incom mail delay due weather counter gate staff could offer explan tri inquir file claim partial refund told contact condor custom servic black hole respons,0.0,0.005313131,Neutral,Neutral
856,Condor Airlines,4,"""service on board is disappointing""","The cabin crew was generally not very friendly, and some of them were unprofessional. When boarding the aircraft, instead of greeting the passengers and helping out with storing luggage, two of the crew members in the economy were engaged in personal discussions, not even acknowledging passengers. During the landing, they did not notice that some passengers did not have seats in the mandated upright position. The food quality is average, and you have no choice in terms of the meals you get. Also, they don't provide enough drinks, and you need to constantly go to the back and ask for more. They don't provide bottles of water, only small cups. Economy seats have very limited legroom and are not very comfortable. On the one hand, you get slightly lower prices than Lufthansa and have the advantage of flying directly; on the other hand, the service on board is disappointing. The flight was almost on time, but they run a tight schedule and delays are not unusual.",Couple Leisure,Economy Class,12/1/2022,1,1,1,4,2,1,Los Angeles,Frankfurt,True,Germany,False,International,cabin crew gener friendli unprofession board aircraft instead greet passeng help store luggag two crew member economi engag person discuss even acknowledg passeng land notic passeng seat mandat upright posit food qualiti averag choic term meal get also n't provid enough drink need constantli go back ask n't provid bottl water small cup economi seat limit legroom comfort one hand get slightli lower price lufthansa advantag fli directli hand servic board disappoint flight almost time run tight schedul delay unusu,0.7717,-0.107142857,Negative,Positive
857,Condor Airlines,1,"""Condor is truly terrible""","Condor is truly terrible. I've read reviews before booking and still decided to give them a chance and I wish I didn't. Their customer service is awful and their only answer is ""there is nothing we can do"". They do not offer refunds or airline credits (no matter the reason) and they say if you have a problem with anything just leave a complaint. Please save your money and sanity by booking with someone else.",Solo Leisure,Economy Class,10/1/2022,1,1,1,1,1,1,New York JFK,Frankfurt,True,Germany,False,International,condor truli terribl 've read review book still decid give chanc wish n't custom servic aw answer noth offer refund airlin credit matter reason say problem anyth leav complaint pleas save money saniti book someon els,0.5719,-0.3,Negative,Positive
858,Condor Airlines,4,"""I would be better off in cargo""","I've flown Condor long haul twice a year for 15 years. Premium economy has always been a good value compared to other airlines. However, I know that all airlines are still hurting after the COVID pandemic and with my next trip in about a month I've had the most terrible time ever with any airline getting a really basic and simple booking revision completed. Total time on the phone was around 6 hours over a three day period. If you can get them to answer a phone you are fortunate, and if you can understand their English your hearing is much better than mine. In spite of the language being very difficult to understand, during three of my six calls, I've concluded that those three that I'd spoke with just did not know what they were doing. This goes for a lot of their ground crew on their seasonal routes I suppose because they are part time and being trained in a short period. In one instance the counter person attached my bag claim sticker to my luggage, I pointed it out and he apologized. It's obvious they need to sharpen their skills. The only thing I can say is that they got me to where I was going, and was fed well. As far as comfort? I would be better off in cargo. But no denying they are the cheapest. I don't want to run an airline, but would suggest they increase their fares by 20-25% and provide less seating with more space. They would still be about 15% less than most of their competition.",Couple Leisure,Premium Economy,5/1/2022,1,4,3,1,3,1,Seattle,Frankfurt,True,Germany,False,International,'ve flown condor long haul twice year 15 year premium economi alway good valu compar airlin howev know airlin still hurt covid pandem next trip month 've terribl time ever airlin get realli basic simpl book revis complet total time phone around 6 hour three day period get answer phone fortun understand english hear much better mine spite languag difficult understand three six call 've conclud three 'd spoke know goe lot ground crew season rout suppos part time train short period one instanc counter person attach bag claim sticker luggag point apolog 's obviou need sharpen skill thing say got go fed well far comfort would better cargo deni cheapest n't want run airlin would suggest increas fare 2025 provid less seat space would still 15 less competit,0.4172,0.070512821,Neutral,Neutral
859,Condor Airlines,5,"""the most uncomfortable flight""",Airline makes a ton of lazy mistakes that you end up paying for down the line. Check in was not accurate- booked my spouse and I different seats even though we booked together. Flight was delayed by 40 minutes. Extremely warm on the flight- small seats and cramped. Flight home was the same story. Staff also did nothing to stop kids kicking my seat the entire flight of 10 hours. I asked the parents to stop their kids and they let them keep doing it. Was the most uncomfortable flight for that duration I’ve had in recent years. Will not fly them again.,Couple Leisure,Economy Class,9/1/2022,3,3,3,1,1,1,Phoenix,Frankfurt,True,Germany,False,International,airlin make ton lazi mistak end pay line check accur book spous differ seat even though book togeth flight delay 40 minut extrem warm flight small seat cramp flight home stori staff also noth stop kid kick seat entir flight 10 hour ask parent stop kid let keep uncomfort flight durat ive recent year fli,-0.7184,0.116666667,Positive,Negative
860,Condor Airlines,1,"""Claustrophobic business cabin""","Claustrophobic business cabin, with one bathroom, seats become beds only apparently for someone 5 feet 11 perhaps, awful, limited options food, no business lounge in LAX, no internet on board. Limited movie collection. A serious ripoff. Think before clicking.",Business,Business Class,9/1/2022,1,1,1,1,1,1,Los Angeles,Frankfurt,True,Germany,False,International,claustrophob busi cabin one bathroom seat becom bed appar someon 5 feet 11 perhap aw limit option food busi loung lax internet board limit movi collect seriou ripoff think click,0.0,0.0,Neutral,Neutral
861,Condor Airlines,1,"""Never had such a bad experience""","Horrible flight, first time I've ever flown trans-Atlantic when they charged for movies and TV, and choices were slim and bad. They were two hours late on both legs of the flight and lost my luggage. Never had such a bad experience before.",Solo Leisure,Economy Class,8/1/2022,2,2,1,1,1,1,Washington,Barcelona,True,Spain,False,International,horribl flight first time 've ever flown transatlant charg movi tv choic slim bad two hour late leg flight lost luggag never bad experi,-0.8519,-0.1,Negative,Negative
862,Condor Airlines,1,"""worst airline I have ever flown""","The worst airline I have ever flown. I flew into Frankfurt in June and now it is August and I went 6 weeks without my luggage because they lost it. Their customer service reps do not anything. I never received my luggage and they do not answer and I am unable to get claim my lost baggage because they do not send a letter or determination stating they lost my bag. I cannot even claim anything through my insurance since they have horrible customer service. Also the plane looks like it’s from the 70’s, nothing worked. It was a 12 hour flight and we were also delayed three hours.",Solo Leisure,Economy Class,8/1/2022,1,1,1,1,1,1,Boston,Frankfurt,True,Germany,False,International,worst airlin ever flown flew frankfurt june august went 6 week without luggag lost custom servic rep anyth never receiv luggag answer unabl get claim lost baggag send letter determin state lost bag even claim anyth insur sinc horribl custom servic also plane look like 70 noth work 12 hour flight also delay three hour,-0.0036,-1.0,,Neutral
863,Condor Airlines,1,"""customer service has been awful""","My family was booked on a flight from Portland, Oregon to Frankfurt Germany with a connection to Paris. The flight was delayed by four hours in Portland and we missed our connecting flight to Paris. On the flight my daughter became air sick. I took her to the closest bathroom on the back of the plane to get a vomit bag and hopefully get her to the bathroom in time. I asked the flight attendant for a sick bag, she would not hand me one and pushed my daughter away from the bathroom. She would not allow us to get to the open bathroom on the other side of the plane. My daughter then vomited on the floor. The flight attendant yelled at me and at my daughter get her out of here, threw a towel on the floor and said ""Now you have to clean that up."" and made me clean up the vomit. I was not offered anything to clean my hands or any apology. I have never had treatment like that. I was trying to get my daughter a sick bag or to the nearest bathroom and was blocked. It was very upsetting. The attendant did not offer any help, any bags, or anything to clean my hands. How can this be explained?  After this experience we were stranded in Frankfurt with no connections and no communication. We were told that we would be rebooked on new flights to Paris during our flight. That did not happen. There was zero information given to us on how to connect to our flight to Paris when we arrived in Frankfurt. There was NO information given to us, no email and no phone call. In Frankfurt a Condor employee said that they re-booked us to get to Paris leaving at 12;30pm on 6/14. I called Condor and confirmed those flights on 6/13/22. When we arrived at the airport we were told that Condor had not booked us on that flight properly and we no longer would have a flight to Paris until the late afternoon. I have spent several hours on the phone with Condor trying to figure this out, no one helped me and I was disconnected several times. Because of this delay we have missed several days of our trip, lost hundreds of dollars on the vacation rental. Since being home the customer service has been awful. No help, no emails returned. I finally took to their social media did I get a lackluster response.",Family Leisure,Economy Class,6/1/2022,1,1,1,1,1,1,Portland,Paris,True,France,False,International,famili book flight portland oregon frankfurt germani connect pari flight delay four hour portland miss connect flight pari flight daughter becam air sick took closest bathroom back plane get vomit bag hope get bathroom time ask flight attend sick bag would hand one push daughter away bathroom would allow us get open bathroom side plane daughter vomit floor flight attend yell daughter get threw towel floor said clean made clean vomit offer anyth clean hand apolog never treatment like tri get daughter sick bag nearest bathroom block upset attend offer help bag anyth clean hand explain experi strand frankfurt connect commun told would rebook new flight pari flight happen zero inform given us connect flight pari arriv frankfurt inform given us email phone call frankfurt condor employe said rebook us get pari leav 1230pm 614 call condor confirm flight 61322 arriv airport told condor book us flight properli longer would flight pari late afternoon spent sever hour phone condor tri figur one help disconnect sever time delay miss sever day trip lost hundr dollar vacat rental sinc home custom servic aw help email return final took social media get lacklust respons,0.7711,-0.064749536,Negative,Positive
